,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,workclass_cat,education_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,native-country_cat,Education_is_high,middle_age_man,is_US,working_less_or_more_4,working_vs_ocuppation_test,husband_wife,occupation_2,y_new_pred
816,45,Private,190115,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,1,1,2,5,3,0,1,False,0,True,1,0,0,0,0
817,57,Federal-gov,135028,HS-grad,9,Separated,Adm-clerical,Other-relative,Black,Female,0,0,35,United-States,3,0,4,6,4,1,1,False,0,True,1,0,0,0,0
818,46,Private,195023,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,1,0,5,7,2,0,5,False,0,False,1,0,0,0,0
819,31,Private,118551,9th,5,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,13,2,6,2,0,1,False,0,True,1,0,0,0,0
820,47,Private,849067,12th,8,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,1,2,2,1,2,1,1,False,0,True,1,0,0,0,0
821,59,Local-gov,196013,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,5,3,0,3,0,0,1,False,0,True,1,0,1,0,0
822,56,State-gov,270859,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,48,United-States,4,3,0,3,0,0,1,False,0,True,3,6,1,0,1
823,24,Private,300008,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1,0,0,6,5,0,1,False,0,True,1,0,1,0,0
824,62,Private,88579,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,1,0,1,6,2,0,1,False,0,True,1,0,0,0,0
825,38,Private,40955,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,England,1,3,0,3,0,0,21,False,0,False,1,0,1,0,0
826,42,Private,98211,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,1,3,0,5,0,0,1,False,0,True,3,8,1,0,1
827,31,Private,256609,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,1,0,5,1,2,0,2,False,0,False,1,0,0,0,0
828,26,Self-emp-not-inc,102476,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,0,0,1,0,1,0,1,False,0,True,3,3,0,0,0
829,48,Private,107373,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,9,0,11,0,0,1,False,0,True,1,0,1,0,0
830,26,Private,151551,Some-college,10,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,2597,0,48,United-States,1,6,4,4,1,2,1,False,0,True,3,0,0,0,0
831,36,Self-emp-inc,192251,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,1902,15,United-States,2,6,0,4,5,0,1,False,0,True,0,0,1,0,0
832,40,Private,69730,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,0,2,5,2,0,1,False,0,True,1,0,0,0,0
833,28,Private,122540,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,1,9,2,1,2,0,1,False,0,True,1,0,0,0,0
834,28,Private,155621,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Columbia,1,15,1,0,2,0,5,False,0,False,1,0,0,0,0
835,41,Private,201981,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,1,0,2,0,1,0,1,False,0,True,1,0,0,0,0
836,51,State-gov,94174,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,4,6,2,6,3,0,1,False,0,True,1,0,0,0,0
837,45,Local-gov,185399,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,0,0,55,United-States,5,5,2,3,1,0,1,True,0,True,3,6,0,0,0
838,32,Private,180871,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,12,0,0,0,0,1,False,0,True,1,0,1,0,0
839,39,Private,229647,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,1669,40,United-States,1,3,1,9,2,0,1,False,0,True,1,0,0,0,0
840,28,Private,263128,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,1,6,1,6,2,0,1,False,0,True,3,0,0,0,0
841,25,Private,164488,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,1,1,1,5,1,0,1,False,0,True,3,8,0,0,0
842,46,Self-emp-inc,168796,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,2,3,0,4,0,0,1,False,0,True,3,0,1,0,0
843,45,Self-emp-not-inc,114396,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,0,3,2,3,2,0,1,False,0,True,1,0,0,0,0
844,58,Self-emp-not-inc,112076,Doctorate,16,Married-AF-spouse,Exec-managerial,Wife,White,Female,0,1485,35,United-States,0,7,6,5,5,0,1,True,0,True,1,0,1,0,0
845,39,Private,247733,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,16,United-States,1,0,2,12,3,1,1,False,0,True,0,0,0,0,0
846,40,Private,98466,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,12,0,0,0,0,1,False,0,True,3,3,1,0,0
847,48,Private,216999,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
848,29,Private,142760,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,1,0,1,1,2,1,1,False,0,True,1,0,0,0,0
849,60,Private,238913,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,United-States,1,3,0,4,0,0,1,False,0,True,3,0,1,0,0
850,54,Private,311020,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,1,0,0,10,0,0,1,False,0,True,3,13,1,0,0
851,39,Private,144638,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,1,5,2,3,2,0,1,True,0,True,3,6,0,0,0
852,18,Private,198614,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,8,United-States,1,12,1,4,1,1,1,False,0,True,0,0,0,0,0
853,64,Private,210082,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,0,3,6,2,0,1,False,0,True,1,0,0,0,0
854,41,Self-emp-inc,153078,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1887,70,South,2,0,0,5,0,4,27,False,0,False,3,8,1,0,1
855,25,Private,197303,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,1,3,1,3,1,0,1,False,0,True,1,0,0,0,0
856,21,Private,306114,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,1,0,1,10,2,0,1,False,0,True,1,0,0,0,0
857,23,Private,368739,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,3,1,6,2,0,1,False,0,True,1,0,0,0,0
858,56,Federal-gov,156229,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,3,3,0,5,0,0,1,False,0,True,1,0,1,0,1
859,26,Private,306225,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Poland,1,3,1,5,2,4,4,False,0,False,1,0,0,0,0
860,39,State-gov,144860,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,4,3,0,5,0,0,1,False,0,True,1,0,1,0,0
861,35,Self-emp-not-inc,98360,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,3,0,3,0,0,1,False,0,True,1,0,1,0,0
862,53,Private,68898,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,6,0,9,0,0,1,False,0,True,1,0,1,0,0
863,40,Private,109217,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Mexico,1,12,0,0,0,0,2,False,0,False,3,3,1,0,0
864,37,Private,171150,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,1,0,0,5,0,0,1,False,0,True,3,8,1,0,0
865,35,Private,295939,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0,0,7,0,0,1,False,0,True,1,0,1,0,0
866,43,Private,75742,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1,6,0,11,0,0,1,False,0,True,3,0,1,0,0
867,21,Private,231931,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,1,6,1,4,1,0,1,False,0,True,3,0,0,0,0
868,25,Private,193820,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1876,40,United-States,1,3,1,4,2,0,1,False,0,True,1,0,0,0,0
869,41,Private,69333,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1,0,0,0,0,0,1,False,0,True,3,3,1,0,0
870,28,Private,113922,HS-grad,9,Separated,Transport-moving,Own-child,White,Female,0,0,17,United-States,1,0,4,11,1,0,1,False,0,True,0,0,0,0,0
871,47,Self-emp-inc,337050,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,2,6,0,2,0,0,1,False,0,True,1,0,1,0,0
872,19,Private,318822,11th,7,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,35,United-States,1,12,1,12,2,0,1,False,0,True,1,0,0,0,0
873,25,Private,121102,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,2001,30,United-States,1,1,1,9,2,0,1,False,0,True,0,0,0,0,0
874,36,Private,135293,Masters,14,Separated,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1,5,4,5,2,0,1,True,0,True,3,8,0,0,0
875,29,Private,86613,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,0,0,20,El-Salvador,1,14,1,10,2,0,10,False,0,False,0,0,0,0,0
876,67,Self-emp-not-inc,36876,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,0,0,0,2,0,0,1,False,0,True,3,0,1,0,0
877,53,Self-emp-not-inc,145419,1st-4th,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,67,Italy,0,14,0,5,0,0,12,False,0,False,3,8,1,0,1
878,67,Private,140849,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,1,0,3,10,2,0,1,False,0,True,0,0,0,0,0
879,20,Private,83141,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,4416,0,53,United-States,1,0,1,7,1,0,1,False,0,True,3,0,0,0,0
880,26,Private,159732,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,1,0,1,7,2,0,1,False,0,True,3,0,0,0,0
881,43,Private,169383,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,3,0,5,0,0,1,False,0,True,3,8,1,0,0
882,26,Private,269060,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,0,1,6,2,0,1,False,0,True,1,0,0,0,0
883,25,Private,316688,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,1,0,1,7,2,1,1,False,0,True,1,0,0,0,0
884,34,Private,177596,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Puerto-Rico,1,11,0,5,5,0,6,False,0,False,1,0,1,0,0
885,59,Self-emp-inc,170993,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,13550,0,40,United-States,2,4,2,3,2,0,1,True,0,True,1,0,0,0,1
886,30,Private,231263,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,0,0,4,0,0,1,False,0,True,1,0,1,0,0
887,34,Private,181372,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,23,United-States,1,12,0,10,5,0,1,False,0,True,0,0,1,0,0
888,24,Private,216129,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,1408,50,United-States,1,0,1,0,1,0,1,False,0,True,3,3,0,0,0
889,25,Self-emp-not-inc,463667,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,8,United-States,0,0,1,10,2,0,1,False,0,True,0,0,0,0,0
890,34,Self-emp-not-inc,34572,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0,11,0,5,0,0,1,False,0,True,3,8,1,0,0
891,55,Self-emp-not-inc,183580,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0,5,2,5,2,0,1,True,0,True,3,8,0,0,0
892,67,Private,236627,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1,3,0,3,0,0,1,False,0,True,0,0,1,0,0
893,39,Private,115289,Some-college,10,Divorced,Sales,Own-child,White,Male,0,1380,70,United-States,1,6,2,4,1,0,1,False,0,True,3,0,0,0,0
894,27,Private,302406,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1,5,0,3,0,0,1,True,0,True,3,6,1,0,0
895,17,Private,218124,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,1,12,1,4,1,0,1,False,0,True,0,0,0,0,0
896,24,Private,127139,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,1,6,1,6,1,0,1,False,0,True,1,0,0,0,0
897,35,Private,132879,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,6,0,9,0,0,1,False,0,True,1,0,1,0,0
898,37,Local-gov,44694,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,5,5,0,3,5,0,1,True,0,True,3,6,1,0,1
